grievance_id,complaint_text,top_department,state,district,sex,org_code
DHLTH/E/2023/0000562,"Health & Family Welfare >> Food Regulation >> Other
-----------------------
मेरे द्वारा स्विग्गी कंपनी के ऐप के माध्यम से एक ऑनलाइन ऑर्डर किया गया।
मेरे द्वारा अंबर वाला रेस्टोरेंट स्टेशन रोड बीकानेर जिसका FSSAI no X2X1X0X7X0X2X7 से मसाला डोसा और इटली सांभर का ऑर्डर किया गया जिसकी ऑर्डर संख्या X5X2X7X6X8X3 दिनांक 8 जनवरी 2023 समय 09:11 pm राशि 108/-₹ (एक सौ आठ रुपये मात्र) का भुगतान ऑनलाइन UPI के माध्यम से किया गया जिसका UTR संख्या X3X4X1X2X8X4 है।
मेरे द्वारा जो खाना ऑर्डर किया गया उसकी गुणवत्ता खराब थी जिसे खाने के पश्चात मुझे उल्टियां और दस्त हुई अतः आपसे निवेदन है इस पर सख्त कार्रवाई की जाए और खाने की क्वालिटी को चेक किया जाए।  Forwarded to DO, Bikaner, Rajasthan for further necessary action. In this regard, it is informed that your complaint has been referred to the Food Safety Commissioner, Rajasthan (copy to your mail ID also) for further necessary action. You can contact DO, Bikaner office (XmXoXbXkXrX@XiX.Xn) for further updates, please. Contact details are available at FSSAI’s official website:- https://fssai.gov.in/cms/commissioners-of-food-safety.php",Health and Family Welfare,RJ,Bikaner,M,DHLTH
DHLTH/E/2023/0000363,"Health & Family Welfare >> Public Health >> Mental Health
-----------------------
How can we be a developed country by 2047? Pollution is a huge problem in India . At least&#160;we can reduce&#160;the noise pollution sir .sir DJ is making problems and creating the sound pollution as you know these issues.This is not a new problemhere in TELANGANA, it is more creating issues.even calling 100 is not useful (CALLED 3 TIMES)Dj is creating environmental problem also&#160;a lot of biodiversity&#160;is present here with a lake (MANCHERIAL 504208)there are not controlling the sound system also the are keeping the huge sound and&#160;creating health issues also&#160; ( old age and kids are effing with this noise pollution).&#160;&#160;please look into it sir&#160;they are making rude comments and threatening me by saying we will see you.make a provision that&#160;If they want to play Dj in public places or wherever&#160;they&#160;want&#160; they have to take permission&#160;from nearby households.and the collector should be responsible&#160;for it .Thank you for your time and consideration.",Health and Family Welfare,TG,Mancherial ,M,DHLTH
DHLTH/E/2023/0000485,"Health & Family Welfare >> Health Schemes >> National Health Mission >> NHM-I >> Public Health Facilities Matters
-----------------------
Respect all

Force closed of complaint XNXTX/X/X0X2X1X6X6  to the blood test  in mohhala clinic

This is to inform I have complaint with ref XNXTX/X/X0X2X1X6X6 in 2 months of free blood test of my pregnant wife which has clearly denied by mohhlla clinic Gali no - 8 Moonga nagaer North East delhi. 

Please help on this at all  Report of CDMO North East on grievance number XNXTX/X/X0X2X1X6X6 : Blood test facility presently available in said AAMC.",Health and Family Welfare,DH,North East Delhi   ,M,DHLTH
DHLTH/E/2023/0001251,"Health & Family Welfare >> Other
-----------------------
KINDLY CHECKING THIS CERTIFICATE ORIGINAL OR DUPLICATE....
According to me this certificate is fake THIS NUMBER MAKING THIS CERTIFICATE...
MOB: X2X2X9X0X1
ADDRESS: PATNA-800001
WEBSITE: myraviprint.xyz/

Another youtube channal:
ASSAM TECH HELP
Name: Suhel Rana
Address: Barpeta Road
Email: XhXhXlXaXaX7X6XgXaXlXcXm",Health and Family Welfare,BH,Patna,M,DHLTH
DHLTH/E/2023/0000613,juytrt678iok  Public Grievance No. XHXTX/X/X0X3X0X0X6X3 dated 16.01.2023 received from DGHS-(DIRAV). No attachment with this above said grievance. Hence Public Grievance has been disposed off.,Health and Family Welfare,AN,North and Middle Andaman,M,DHLTH
DHLTH/E/2023/0000544,"Health & Family Welfare >> CGHS Health Centres >> Medical Reimbursement Claims >> Delay in settlement of claims

Location of CGHS centre : New Delhi (South Zone)
Acknowledgement No./ WC Diary No. : 1630/2022/DEL/SZ/D41
Ben Id : 969849
Amount Claimed : 12368
CGHS Beneficiary XDX:X9X9X4X
-----------------------
Ref to claim no: 1630/2022/DEL/SZ/D41 for Ben XDX X6X8X9 submitted on 13/08/2022 and forwarded the same day to dealing assistance AD office. The claim is still pending there is no status online. Grievance was lodged on 16/11/2022 vide ref no: 16NOV2022/0032 with AD office which is still pending and there is no response. Request if this is resolved at the earliest.  Ref to claim no: 1630/2022/DEL/SZ/D41 for Ben XDX X6X8X9 Suresh
Amount Claimed : Rs.12368 /- an amount of Rs.12368/- has been sanctioned and the bills are sent to PAO for payment to the benificiary vide CP No. 3522 dated 23/01/2023.",Health and Family Welfare,DH,South Delhi,M,DHLTH
DHLTH/E/2023/0000653,"Health & Family Welfare >> Other
-----------------------
Selling of gutka, cigarettes and other pan masala near school and colleges in Valsad city. Easy availability and openly available shows Valsad administration is either unaware or does not care about this. The primary responsibility of enforcement  of COTPA, 2003 lies with the States/UTs.",Health and Family Welfare,GJ,Valsad,M,DHLTH
DHLTH/E/2023/0001071,"Health & Family Welfare >> Online Health Services >> Other

Name of non-functional portal/application of MoHFW : PRACTO Suregery Application is cheating the customer
Link of the portal/application of MoHFW which is causing problem : https://www.practo.com/care
-----------------------
grievance with no. is closed without resolution: XOXAX/X/X0X2X1X0X3

I requested a quotation for Laproscopic Umbilical Hernioplasty surgery through Practo Tecnologies Ltd. After my consultation with the Doctor, Practo team gave the quotation of 1 Lakh 15 thousand INR for the said surgery with private ward.
Grievances:
a) I was promised Private ward. But they gave only Semi-Private ward.
b) During the final billing time, they gave the bill of 1,45,000 INR eventhough the surgery was smooth without any complications.
c) Once the Doctor gave approval for discharge and discharge summary is ready, for getting discharged, I had to wait for 24 hours.
d) Lots of mental stress given to the patient by the Practo team during the hospital stay due to malpractices.

Initial quotation and final bill is attached. Kindly provide the suitable resolution to this issue.",Health and Family Welfare,KN,Bengaluru (Bangalore) Urban,M,DHLTH
DHLTH/E/2023/0000744,"Health & Family Welfare >> Online Health Services >> Other

Name of non-functional portal/application of MoHFW : XRXDXAX/X0X3X3X3X6
Link of the portal/application of MoHFW which is causing problem : You are required to edit the application form. Please click here to proceed.
-----------------------
R/SIR/MADAM,  
I WANT TO STATE THAT I HAVE APPLIED ONLINE  APPLICATION  SARAL PORTAL FOR BIRTH CERTIFICATE OF MY SON TWO TIMES. BUT HE REJECTED THE SAME TWO TIMES GIVING UNNECESSARY REJECTION REASON. MY SON BIRTH PLACE WAS CHC FIROZPUR JHIRKA AND ALSO ATTACHED HOSPITAL CARD PREPARED BY CHC HEAD DOCTOR. BUT HE IS WRITING US REMARKS THAT YOUR APPLICATION NOT CONCERN TO CHC JHIRKA. THEREFORE I AM FACING THE BIG PROBLEM DUE TO THIS. SO YOU ARE MY HUMBLE REQUEST DO THIS TIMELY. THIS IS FOR YOUR KIND INFORMATION AND NECESSARY ACTION, PLEASE.
APPLICATION NUMBER :-XRXDXAX/X0X3X3X3X6
MOBILE NUMBER :-X6X1X7X7X5
EMAIL ID :- XAXIXKXMXLX0X@XMXIX.XOX",Health and Family Welfare,HY,Mewat,M,DHLTH
DHLTH/E/2023/0001094,"Health & Family Welfare >> Policy Matters >> Directorate General of Health Services
-----------------------
Doctor&#39;s servicing without degree.

Today 9 Doctor&#39;s find in Ahmedabad city at major level without license.

How normal people can find the Doctor&#39;s degree  ?
Long time before i given Suggestion to health department to make rules to display degree certificates registration Number and universities at clinic entrance. 

So any normal patients can check and if any doubt can verify.  Also Doctor afraid to display wrong information in clinic.

Do needful actions  Please find enclosed attachment herewith.",Health and Family Welfare,GJ,Bharuch,M,DHLTH
DHLTH/E/2023/0000215,"Health & Family Welfare >> Food Regulation >> Licencing issue
-----------------------
Respected Sir/Ma&#39;am,
I, HUSSAIN KHERICHA  applied for FSSAI food License on 29-11-2022. It has been more than two month but I didn&#39;t get my License. Now I&#39;m totally clueless.. I need my License on an urgent basis.and no update from authorities side so kindly check. Please take a look into my matter.
My application number: X0X2X1X8X0X1X6X0X  Forwarded to DO, Ahmedabad, Gujarat for further necessary action. In this regard, it is informed that your complaint has been referred to the Food Safety Commissioner, Gujarat (copy to your mail ID also) for further necessary action. You can contact DO, Ahmedabad office (XhXvXnXoXhX@XhXeXaXaXcXtX.XoX.Xn) for further updates, please. Contact details are available at FSSAI’s official website:- https://fssai.gov.in/cms/commissioners-of-food-safety.php",Health and Family Welfare,GJ,Ahmadabad,M,DHLTH
DHLTH/E/2023/0000819,"Health & Family Welfare >> Hospitals >> Other Hospitals
-----------------------
Hi,
My name is Sucheta shreeram modak. I was operated in sahyadri hospital ( deccan , pune ) for UBILICAL HERNIA and MORBID OBESITY dated from 29-05-22 to 01-06-22
My complaint is against sahyadri hospital ( deccan , pune ) I have new india insurance amt Rs. 5,00,000/-
Company - The New India Assurance Co. Ltd
Name of TPA - Raksha Health Insurance TPA Pvt. Ltd
In bill it is clearly mentioned excess amount do not collect from patient still hospital charged and when asked they are not giving proper answer.

I am attaching bill pdf.

Request you to look in this matter because it is a very big amount for normal person.

Thanks,
Sucheta Modak
X7X8X6X5X1 Ref - Policy No. X5X4X0X4X1X5X0X0X8X2 - Excess amount billed by hospital......... In regard to said issue, our concerned Pune office has taken up the matter with TPA and hospital.  Now they have vide email dated 14/02/2023 informed us that Hospital taken bank details from Sucheta modak for the transfer of the amount of RS.50000/-, confirmed from Insured  she is agree to  receive the amount of RS.50000/-only.",Health and Family Welfare,MH,Pune,F,DHLTH
DHLTH/E/2023/0001015,"Health & Family Welfare >> Hospitals >> Other Hospitals
-----------------------
This complaint is regarding KIMAYA Hospital Ramtek Maharashtra (Dist: Nagpur). Hospital is not providing discharge summary because hospital is saying that our case is DAMA. We have our health insurance and the insurance company requires discharge summary to settle the claim.  आपला ऑनलाईन  पी.जी पोर्टेल अर्ज हा सहसंचालक, आरोग्य सेवा (रुग्णालय), राज्यस्तर, मुंबई यांच्याशी संबंधीत असल्यामुळे आपला अर्ज सहसंचालक, आरोग्य सेवा (रुग्णालय), राज्यस्तर, मुंबई यांच्याकडे पत्र क्र. संकिर्ण-२०२३/प्र.क्र.०७/कु.क.. दि. ०९.०३.२०२३ च्या पत्रान्वये पाठविण्यात आला आहे.",Health and Family Welfare,MH,Pune,M,DHLTH
DHLTH/E/2023/0000157,"Health & Family Welfare >> Health Schemes >> Pradhan Mantri Jan Arogya Yojna
-----------------------
This is related to Pradhan Mantri Sishu Vikash Yojana (PMSVY). I have claimed my son&#39;s (student) accidental claim on 23.06.2022 but still date I have not received claim amount.
Given below the details:-
SVY ACCOUNT NO. X0X8X8X7
INSURANCE POLICY NO. X-X-X-X-X
NAME - TATHAGATA BERA
BANK ACCOUNT NO. X3X0X7X1X7X
BANK NAME - STATE BANK OF INDIA
IFSC - X-X-X-X-X
BANK ACCOUNT HOLDER - GOURHARI BERA (FATHER)
claim amount : Rs. 62,565/-

Name of Group Organiser – A3N IT Services (OPC) Pvt Ltd, Gaziabad, Uttar Pradesh, 201005
In this respect I have contacted Mr. Niraj (Group Organiser Head contact No. X9X2X X8X3X) &amp; Mrs Saloni (Supervisor contact no. X7X0X X9X7X) who handle the matter, most the times they are saying my cliam to be processed shortly. Please look &amp; resolve the matter urgently. Your co-operation in this matter shall highly be appreciated.",Health and Family Welfare,WB,Purba Medinipur (East Medinipur),M,DHLTH
AYUSH/E/2023/0000027,"poiuytr56789oplkjhg  XYXSX/X/X0X3X0X0X0X7 dated 16.01.2023 
Not a Genuine one",Ayush,AR,East Kameng,M,AYUSH
DHLTH/E/2023/0000565,"Health & Family Welfare >> Food Regulation >> Complaint regarding food products
-----------------------
Hi,

There are several Dietary supplements in the market which are misbranded/substandard and even having misleading claims.

I have raised the complaint on the Food safety and standards portal but is pending on the portal since long.

This will be serious health issues if people consume such products.

Request you to please intervene and provide me with the solution.  An email dated 15.06.2022 has been sent to FBO directing them to stop the advertisement immediately. Reply dated 01.07.2022 received by FBO (ms. Veeba Pvt. Ltd) and found satisfactory.

Moreover,  The compliant has been examined and the same was sent to concerned Designated officer for further action in the matter as per FSS act,2006 and rules/Regulations made thereunder. It has been informed by the concerned DO that a notice has been issue to the FBO seeking his justification/response in the matter. Since appropriate action has been initiated by the concerned DO, the complaint stands disposed off.",Health and Family Welfare,HY,Faridabad,M,DHLTH
DHLTH/E/2023/0000931,"Health & Family Welfare >> Other
-----------------------
The drinker person Mr Swapnil Madhav Ghuge  resident of Raghunandan society, ground floor Chichpada road kalyan east  is daily threatening  , abusing n harrasing to me and my family  .My wife complained to kolsewadi police station 2 times ,police not taking proper action against Swapnil Ghuge. we are living in fear. He comes night time n kick our doors. one day he locked our door with his key n lock from outside, sir request to help us n take necessary  actions against Swapnil Ghuge. His mob no X3X1X7X1X1,X4X0X7X5X7  नमूदवेळी पो उप नी / जाधव निवेदन करतात की आमचेकडे चौकशीवर आसलेला DHLTH/e/X0X3X0X0X9X1 यातील आजेदार म्हालू जी सानप त्यांना त्यांचे तक्ररी बाबत कोळशेवाडी पो ठाणे येथे हजर राहणे बाबत फोनद्रवारे कळविले आसता ते आज पावेतो हजर राहिले नाही सबब सदरचा आजे हा दप्तरी फाईल करित आहोत",Health and Family Welfare,MH,Thane,M,DHLTH
DHLTH/E/2023/0000820,"Health & Family Welfare >> Health Schemes >> Pradhan Mantri Jan Arogya Yojna
-----------------------
Grievance Related to :
National Health Authority (NHA)
Ayushman Bharat Pradhan Mantri Jan Arogya Yojana

I Ahamed Meera Thamby from Tamil Nadu State and I am an Indian citizen living below poverty line 
PHH (Priority Households) Ration Card No :
PHH X3X2X0X4X8X0 and I am not able to join the Ayushman Bharat Pradhan Mantri Jan Arogya Yojana scheme so I and my family are need to join this Ayushman Bharat Pradhan Mantri Jan Arogya Yojana scheme so please send this Grievance / Petition to the Related Ministry/ Department and kindly help me to get Ayushman Bharat Pradhan Mantri Jan Arogya Yojana Identity Card as Soon as possible
Thank you  Kindly refer to the above-mentioned remarks and the attachment.",Health and Family Welfare,TN,Thoothukkudi,M,DHLTH
DHLTH/E/2023/0000887,"Health & Family Welfare >> CGHS Health Centres >> Hospital Services >> Other

Location of CGHS centre : Bhubaneswar
CGHS Beneficiary XDX:X6X7X5X9
-----------------------
Severe Shortage of staff and interruption of basic services, CGHS W.C-5, Berhampur (Under CGHS Bhubaneswar)

This is to bring the following details explaining the status of severe shortage in the services at CGHS Wellness Centre Berhampur (under CGHS Bhubaneswar) and consequent interruption in basic services to the beneficiaries: 

1.CGHS W.C-5, Berhampur is located in Berhampur, Odisha under CGHS Bhubaneswar is providing health facilities to around 1660 CGHS beneficiaries (Serving and Pensioners). 
2.The dire situation in the dispensary is that there are only one Medical Officer and one MTS(MA) (2 staff only) are working / posted in CGHS Wellness Centre-5, Berhampur for the last around a month
3.No staff are present/posted in the dispensary even for basic services like registration of CGHS beneficiaries, issues of CGHS cards, checking MRC bills and other office related work causing difficulty to our beneficiaries in getting services from dispensary.
4.There are no Pharmacists posted/present since 2 weeks in the dispensary and the medicine is being dispensed by one MTS, MA who has no pharmaceutical/technical knowledge regarding issue of medicine, collection of purchase medicines and billing and other related matters.
5.In any health facility it is un-imaginable to extend Pharmacy services to CGHS beneficiaries who have contributed for CGHS facilities, without Pharmacists for the last around a month.
6.We are bringing to your kind notice that, if there is any error in issuing of medicine and other pharmacy services, it may lead to death or other severe health hazards/consequences to our beneficiaries.
7.Despite bringing the matter to the notice of Addl. Director, CGHS Bhubaneswar, the situation didn’t improve and no action has been taken till now to fill in the vacant posts.
8.Considering this case as medical emergency, necessary guidelines may be given at the earliest to prevent further deterioration of basic services and endangering the health of the beneficiaries.  reference to CPGRAM reg no-XHXTX/X/X0X3X0X0X8X7 dt-23/01/2023 Sir, Regarding the posting of pharmacist in CGHS wellness center -5(Berhampur) a proposal regarding the recruitment on contract basis was sent to the Directorate of CGHS, in the month of Dec 2022 followed by a reminder in the month of jan 2023. The matter is being closely monitored with ADDG(HQ) to expedite the case. Once the necessary approval is received to this office , recruitment will be done in coming days and posting of pharmacist will be done on priority basis. Till the time of posting of pharmacist the CMO I/C is instructed to supervise the distribution of medicines to the beneficiaries with the help of MA(MTS). With effect from 23/01/2023 ,02 medical officers are posted in CGHS wellness center -5(Berhampur).The dedicated efforts are on to post other categories of staffs with the co-ordination of Directorate of CGHS.  Reply as received from AD Bhubaneswar",Health and Family Welfare,OR,Ganjam,M,DHLTH
DHLTH/E/2023/0000941,"Health & Family Welfare >> Food Regulation >> Complaint regarding food products
-----------------------
Many complaints are pending on FSSAI grievance portal with ticket number X7X6X9X4X9, X9X8X5X9X3, X2X0X2X0X7, X7X3X5X1X, X2X4X0X7X but no action has been taken and no timeline provided for complaint closure.  In this regard, it is informed that your complaint has been referred to the Central Licensing Authority, DELHI, Karnataka and Gujarat (with a copy to your mail ID also) for further necessary action.",Health and Family Welfare,HY,Faridabad,M,DHLTH
DHLTH/E/2023/0000727,"Health & Family Welfare >> Other
-----------------------
सेवा में 
पुलिस आयुक्त दिल्ली

विषय:- महोदय पिछले 6 महीने से मुझे लगातार दिल्ली दिल्ली पुलिस डीडीए एमसीडी के पास हजारों कंप्लेंट करने के पश्चात भी मेरी शिकायत का ना तो समाधान हो पाया है और ना ही मैं गत 6 महीने से अपने घर में अपने परिवार के साथ रह पा रहा हूं इसका मुख्य कारण है कि मेरे पड़ोसी श्री अमल घरामी और उसकी पत्नी अर्चना घरामी के द्वारा लगातार हमारे घर में चोरी हमारे साथ मारपीट हमारे साथ हिंसा की जा रही है जिसकी शिकायत मैंने लगातार दिल्ली पुलिस डीडीए एमसीडी और अन्य उचित फोरम पर कर रहा हूं लेकिन अभी तक मुझे न्याय नहीं मिला है और आपस में यह तीनों संस्थाएं एक दूसरे का मामला बताकर टालने की कोशिश कर रही हैl

महोदय इसमें जो भी जांच अधिकारी की नियुक्ति की गई उन लोगों ने अधिकारियों को गलत रिपोर्ट ए दिया जिसमें मुख्य रुप से एसआई अशोक कुमार हेड कांस्टेबल जगदीश हेड कांस्टेबल जितेंद्र सिंह यह लोग लगातार विपक्षी लोगों के साथ मिलकर के मामले को उलझाना और हमारे खिलाफ रिपोर्ट देना इनकी आदत हो गई है आज तक यह लोग ना तो मेरा फोन उठाते हैं और ना ही मेरी कोई बात सुनने को तैयार है बल्कि विपक्षी के साथ मिलकर लगातार यह लोग हमारा और हमारे परिवार का उत्पीड़न कर रहे हैं और कहते हैं कि विपक्षियों के खिलाफ यह कोई कार्यवाही नहीं करेंगे क्योंकि वह महिला है जिससे कि वह और गुंडागर्दी मारपीट हिंसा और हमारे घर के सामानों को चोरी करने में लगी हुई है जिसमें इन सभी जांच अधिकारियों का प्रत्यक्ष और अप्रत्यक्ष रूप से उसे सहयोग हैl महोदय इस मामले में जांच अधिकारी जोकि सीआर पार्क थाने से संबंधित हैं जिनका नाम जितेंद्र है (EO: NAME:JITENDER    SINGH Rank: HC (Head Constable) PIS No.:X8X8X2X2 Mobile No.:X0X0X9X3X0) जो लगातार अगस्त 2022 से जनवरी 2023 तक हमारी शिकायतों को निपटारे को लेकर के गलत रिपोर्ट लगाते आ रहे हैं तथा नीचे से लेकर ऊपर के अधिकारियों को गलत रिपोर्ट भेज रहे हैं तथा उनके इस रिपोर्ट के कारण हमें गत 6 महीने में न्याय नहीं मिला है और वह लगातार हमें परेशान करने में लगे हैं जिससे कि मेरी समस्या का 6 महीने से जस की तस बनी हुई है और हम चाह कर भी अपने घर में 1 दिन भी नहीं रह पा रहे हैं उनका कहना है कि विपक्षी महिला है और उसके खिलाफ वह कुछ नहीं कर सकते हैं जबकि शिकायतकर्ता भी महिला है और हम लगातार इस  As per content matter pertains to Police not pertain to MOHFW.",Health and Family Welfare,DH,South Delhi,F,DHLTH
DHLTH/E/2023/0000623,"Health & Family Welfare >> Public Health >> Other
-----------------------
SIDDHA REAL ESTATE KOLKATA SUPPLYING ILEGAL IMPURE BOREWELL WATER FOR LONG PERIOD OF TIME,SO WE RESIDENTS OF SIDDHA EDEN LAKEVILLE COMPLEX BORANAGAR XUXIXIXAXIXY KOLKATA ARE SUFFERING FROM MANY WATERBORN DISEASES...ITS HAMPERING THE PUBLIC HEALTH IN TOTAL... BUILDER AS WELL AS XUXIXIXAXIXY CHAIRPERSON ARE SILENT EVEN AFTER SEVERAL XOXMXNXCXTXOXS.",Health and Family Welfare,WB,Burdwan (Bardhaman),M,DHLTH
DHLTH/E/2023/0000008,"Health & Family Welfare >> Other
-----------------------
शिकायतकर्ता. ज्योति खारोल द्वारा बताया गया कि जिला रतलाम ब्लॉक जावरा थाना- ओद्योगिक क्षेत्र जावरा में एफ.आई.आर क्र- 0681 एफ.आई.आर दिनाक- 2/11/2022 आवेदिका का कहना है की आवेदिका के साथ ससुराल वालों के द्वारा मार पीट की गयी है जिसकी रिपोर्ट थाने मे दर्ज करवाने के बाद भी कोई कार्यवाही नहीं की गयी है उल्टा पुलिस द्वारा जबर्दस्ती विपक्ष के साथ मिलकर पीड़िता को कठघरे मे पेश कर रहे है जावरा मध्यप्रदेश पुलिस अधिकारी प्रकाश गड़रिया और सरसी मध्यप्रदेश पुलिस चौकी प्रभारी दिनेश राठौर के द्वारा आवेदिका के खिलाफ एफ़आईआर दर्ज कर ली गयी है जिससे प्रताड़ित आवेदिका को जावरा मध्यप्रदेश पुलिस भी विपक्ष के साथ मिलकर प्रताड़ित कर रही है",Health and Family Welfare,MP,Ratlam,F,DHLTH
DHLTH/E/2023/0000624,"Health & Family Welfare >> Public Health >> Community Health System
-----------------------
Cigaratte vendors selling right next to my apartment in 
104, SMR Vinay Prangan, Huda Techno Enclave, Hitech City Main Road, Madhapur, Hyderabad, Telengana 500081.
Causing cigaratte smoke in our apartment. multiple complaints to GHMC app and DC GHMC Serilingampalli in vein.

Due to these vendor there is traffic jam and lot of noise pollution also. Kindly interven and help create a healthy environment to live in here   The Role of General Administration Department is to forward your grievance to the concerned Department Hence Your grievance is forwarded to the  Health   Medical and Family Welfare Department Telangana secretariat for taking necessary action",Health and Family Welfare,TG,Hyderabad,M,DHLTH
DHLTH/E/2023/0001077,"Health & Family Welfare >> Health Schemes >> National Health Mission >> NHM-I >> Other
-----------------------
Mai CAPF ka karmic hu aur hame CAPF card use hua hia aur hame apne bachhe ka CAPF bill claim kiya tha ek mahine se jyada time ho gaya lekin abhi tak us claim par koi action nhi hua aur n hi paise credit kiya gaya mere bete na do claim kiya gaya hai ek ka claim nu XEX/X0X3X5X8X4X. AAMIR KHAN CARD NUMBER X-X-X-X-X hai is par jald se jald action liya jaye aur paise credit kiya jaye ..


Plzz is grivence ko NHA ko transfer Kiya jaye",Health and Family Welfare,UP,Ghazipur,M,DHLTH
DHLTH/E/2023/0000642,"Health & Family Welfare >> CGHS Health Centres >> Employee Related >> Other
-----------------------
TO
THE CGHS DIRECTOR
CENTRAL GOVERMENT HEALTH SCHEME
NEW DELHI
110011
RESPECTED MADAM

The employee sends his transfer application due to his own diseases, family illness, but sir, the transfer application of that employee is rejected again and again, so that employee is mentally harassed, he is mentally MENTAL It is all responsible for the members of the transfer committee, who are transferring those employees as soon as possible, who send their application once, but those employees are transferred, what is the reason for this, please provide information.
SIR SIR I AM CGHS EMPLOYEE CAN NOT PROVIDE MY OWN INFORMATION BUT I HAVE RIGHT TO COMPLAIN BECAUSE I AM SENDING MY APPLICATION AGAINST AND AGAINST MY APPLICATION IS REJECTED SIR FOR THIS I HAVE IF IT DOESN&#39;T PROVIDE ME THE CORRECT ANSWER I WILL DO ANY OTHER ACTION AGAIN FOR THIS  Intercity Transfer of staff under CGHS is not a aright and same is done on sympathetic and Administrative Grounds. However, The request for intercity transfer of CGHS employees, on own request, is processed as per the approved Standard Operating Procedures (SoPs) regarding transfer posting of staff and CGHS and places before the consideration of a duly constituted Transfer Committee for Consideration and recommendation.",Health and Family Welfare,RJ,Ajmer,M,DHLTH
DHLTH/E/2023/0001111,"Health & Family Welfare >> CGHS Health Centres >> Employee Related >> Other
-----------------------
To
The CGHS DIRECTOR  Intercity Transfer of staff under CGHS is not a aright and same is done on sympathetic and Administrative Grounds. However, The request for intercity transfer of CGHS employees, on own request, is processed as per the approved Standard Operating Procedures (SoPs) regarding transfer posting of staff and CGHS and places before the consideration of a duly constituted Transfer Committee for Consideration and recommendation.",Health and Family Welfare,RJ,No District/Not Known,M,DHLTH
DORLD/E/2023/0000188,"Rural Development >> Pradhan Mantri Awaas Yojana - Gramin (Rural) >> Suggestions >> Others (State Govt./ Govt. oflndia)
-----------------------
Submitted to Respected MorD secretary
New Delhi
Government of India 
Submitted to Respected to Competent Authority of Housing Division
New delhi
Government of India 
Submitted to Respected Our Tamil Nadu state RD and PR department Principal secretary Madam 
Good morning to everyone
Ref :-1.My earlier letter XOXLX/X/X0X1X0X7X6 dated 13.10.21
2.My earlier letter XOXLX/X/X0X1X0X5X1Xdated 
15.10.21
3.Your reply letter F.No.J-X1X6X/X2X2X2X-RH dated 10.11.2021
With reference to the above  subject MorD Housing Division is forwarded my request to our Respected Secretary Tamil Nadu state RD and PR department dated on 10.11.21 for giving proper reply and response to the petitioner
That MorD letter dated 10.11.21 is enclosed herewith for your kind reference and perusal sir
In this regard it is now beg to write to inform you that I have not yet received any written reply so far
Hence, we are humble requesting that the reply for the above subject may please be sent and the same time the reply letter may please be uploaded in this CPGRAMS portal at the earliest 
Action and taken report and early response and reply in this regard will be highly appreciated sir /Madam
Thanks and kind regards  ATR reg. grievance has been received from the State as attached above. The submission of state is in order. Hence, grievance may be disposed of at the Ministry level.",Rural Development,TN,,M,DORLD
DOURD/E/2023/0001747,"Housing and Urban Affairs >> Department of Publication >> Change of Name/Public Notice >> Changed Name/Public Notice not found  in the website
-----------------------
Respected Sir/madam, 

I have submitted a application for Name Change for my Wife from &quot;Mallika Doshi&quot; to &quot;Mallika Jain&quot;, 
which was delivered via Speed Post &quot;X-X-X-X-X&quot; on 12th Dec 2022 to 

THE CONTROLLER OF PUBLICATION,
DEPARTMENT OF PUBLICATION , CIVIL LINES,
BEHIND OLD VIDHAN SABHA,
NEAR VIDHAN SABHA METRO STATION,
DELHI-110054.

However after 48 days, still it is not published in Gazette Of India Weekly Part IV. 

I am also attaching the email request asking the update on this topic, but no one from DEPARTMENT OF PUBLICATION is responding to the email.

Request you to look into this matter and let me know if any thing or any document are pending from my side.

Request submitted for my Wife &quot;Mallika Jain&quot;

Thanks
Amit Jain  The requisite information is attached herewith for kind information.",Housing and Urban Affairs,MP,Mandsaur,M,DOURD
DOURD/E/2023/0000315,"Housing and Urban Affairs >> DMRC (Delhi Metro Rail Corporation) >> Public relation related grievances >> Other
-----------------------
Dear Sir,
          our grievance regarding INDORE METRO RAIL Project. 
this is to inform you that metro service station built by you at Gandhi Nagar near INDORE air port is creating huge Noice pollution in  night that&#39;s why we facing difficulties not only in sleeping but also students in studies they are app ring in board exam and sinner citizen by health due to heavy noice . now you are requested to stop working in night for public interest.  This grievance does not pertain to Delhi Metro Rail Corporation",Housing and Urban Affairs,MP,,M,DOURD
